Vendor,Region,Name,Group,Tier,StartingRange,EndingRange,Unit,PricePerUnit
azure,brazilsoutheast,Blob Storage,put request,Hot,0.0,inf,requests,9.1e-06
azure,northeurope,Blob Storage,get transfer,Cool,0.0,inf,1 GB,0.01
azure,westus2,Blob Storage,put request,Hot,0.0,inf,requests,5e-06
azure,uaecentral,Blob Storage,get request,Cool,0.0,inf,requests,1.2999999999999998e-06
azure,koreacentral,Blob Storage,storage,Hot,51200.0,inf,1 GB/Month,0.0192
azure,koreacentral,Blob Storage,storage,Hot,512000.0,inf,1 GB/Month,0.0184
azure,koreacentral,Blob Storage,storage,Hot,0.0,inf,1 GB/Month,0.02
azure,eastus2,Blob Storage,put transfer,Cool,0.0,inf,1 GB,0.0025
azure,southindia,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.225
azure,swedensouth,Blob Storage,storage,Hot,51200.0,inf,1 GB/Month,0.022963
azure,swedensouth,Blob Storage,storage,Hot,512000.0,inf,1 GB/Month,0.022006
azure,swedensouth,Blob Storage,storage,Hot,0.0,inf,1 GB/Month,0.02392
azure,australiacentral,Blob Storage,get request,Cool,0.0,inf,requests,1e-06
azure,australiasoutheast,Block Blob,storage,Premium,0.0,inf,1 GB/Month,0.218
azure,southeastasia,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.011
azure,southindia,Blob Storage,put transfer,Cool,0.0,inf,1 GB,0.0025
azure,germanynorth,Blob Storage,storage,Hot,512000.0,inf,1 GB/Month,0.0234
azure,germanynorth,Blob Storage,storage,Hot,0.0,inf,1 GB/Month,0.0255
azure,germanynorth,Blob Storage,storage,Hot,51200.0,inf,1 GB/Month,0.0245
azure,southeastasia,Block Blob v2,get request,Premium,0.0,inf,requests,2.3700000000000002e-07
azure,southafricanorth,Block Blob v2,put request,Premium,0.0,inf,requests,3.329e-06
azure,westeurope,Block Blob,get request,Premium,0.0,inf,requests,1.82e-07
azure,eastasia,Blob Storage,storage,Hot,512000.0,inf,1 GB/Month,0.02208
azure,eastasia,Blob Storage,storage,Hot,0.0,inf,1 GB/Month,0.024
azure,eastasia,Blob Storage,storage,Hot,51200.0,inf,1 GB/Month,0.02304
azure,usgovarizona,Blob Storage,get request,Cool,0.0,inf,requests,1e-06
azure,germanynorth,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.013
azure,southindia,Blob Storage,put request,Cool,0.0,inf,requests,1e-05
azure,brazilsouth,Blob Storage,get request,Cool,0.0,inf,requests,1e-06
azure,francecentral,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.188
azure,koreasouth,Blob Storage,put request,Hot,0.0,inf,requests,5e-06
azure,australiacentral,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.015
azure,northcentralus,Blob Storage,put request,Cool,0.0,inf,requests,1e-05
azure,usgovtexas,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.016
azure,usgovtexas,Blob Storage,put request,Hot,0.0,inf,requests,5e-06
azure,usgovvirginia,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.016
azure,australiacentral2,Blob Storage,get request,Cool,0.0,inf,requests,1e-06
azure,southafricanorth,Blob Storage,put request,Cool,0.0,inf,requests,1e-05
azure,usgovtexas,Blob Storage,storage,Hot,0.0,inf,1 GB/Month,0.0296
azure,usgovtexas,Blob Storage,storage,Hot,51200.0,inf,1 GB/Month,0.02856
azure,usgovtexas,Blob Storage,storage,Hot,512000.0,inf,1 GB/Month,0.02753
azure,koreasouth,Block Blob,storage,Premium,0.0,inf,1 GB/Month,0.203
azure,southafricawest,Blob Storage,put request,Cool,0.0,inf,requests,1.25e-05
azure,swedencentral,Blob Storage,get request,Cool,0.0,inf,requests,1e-06
azure,westus2,Blob Storage,get transfer,Cool,0.0,inf,1 GB,0.01
azure,australiacentral,Block Blob,put request,Premium,0.0,inf,requests,3.1699999999999997e-06
azure,northeurope,Block Blob v2,put request,Premium,0.0,inf,requests,2.73e-06
azure,swedencentral,Blob Storage,put transfer,Cool,0.0,inf,1 GB,0.0025
azure,westindia,Blob Storage,get request,Hot,0.0,inf,requests,4.4e-07
azure,norwaywest,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.279
azure,switzerlandnorth,Block Blob v2,get request,Premium,0.0,inf,requests,2.7299999999999997e-07
azure,uksouth,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.188
azure,switzerlandwest,Blob Storage,get request,Cool,0.0,inf,requests,1.43e-06
azure,uaenorth,Blob Storage,put transfer,Cool,0.0,inf,1 GB,0.003
azure,westcentralus,Blob Storage,put request,Hot,0.0,inf,requests,5e-06
azure,westcentralus,Blob Storage,get request,Hot,0.0,inf,requests,4e-07
azure,westus2,Blob Storage,storage,Hot,512000.0,inf,1 GB/Month,0.016928
azure,westus2,Blob Storage,storage,Hot,0.0,inf,1 GB/Month,0.0184
azure,westus2,Blob Storage,storage,Hot,51200.0,inf,1 GB/Month,0.017664
azure,attatlanta1,Blob Storage,storage,Hot,0.0,inf,1 GB/Month,0.0184
azure,eastasia,Blob Storage,put request,Hot,0.0,inf,requests,5e-06
azure,centralus,Blob Storage,get transfer,Cool,0.0,inf,1 GB,0.01
azure,brazilsoutheast,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.389
azure,westus2,Block Blob v2,put request,Premium,0.0,inf,requests,2.28e-06
azure,centralindia,Block Blob,storage,Premium,0.0,inf,1 GB/Month,0.21
azure,uksouth,Block Blob,storage,Premium,0.0,inf,1 GB/Month,0.188
azure,centralindia,Block Blob v2,get request,Premium,0.0,inf,requests,2.55e-07
azure,germanywestcentral,Blob Storage,get transfer,Cool,0.0,inf,1 GB,0.01
azure,eastus2,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.15
azure,japanwest,Blob Storage,get request,Cool,0.0,inf,requests,1e-06
azure,germanynorth,Blob Storage,get transfer,Cool,0.0,inf,1 GB,0.013
azure,southeastasia,Blob Storage,put transfer,Cool,0.0,inf,1 GB,0.0025
azure,switzerlandnorth,Block Blob,get request,Premium,0.0,inf,requests,2.0999999999999997e-07
azure,canadacentral,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.18
azure,northcentralus,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.18
azure,usgovarizona,Blob Storage,put request,Hot,0.0,inf,requests,5e-06
azure,japanwest,Block Blob,put request,Premium,0.0,inf,requests,2.71e-06
azure,usgovarizona,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.016
azure,attatlanta1,Blob Storage,put request,Hot,0.0,inf,requests,5e-06
azure,attatlanta1,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.15
azure,eastus2,Blob Storage,get transfer,Cool,0.0,inf,1 GB,0.01
azure,switzerlandwest,Blob Storage,put request,Hot,0.0,inf,requests,7.7183e-06
azure,eastasia,Block Blob v2,get request,Premium,0.0,inf,requests,2.82e-07
azure,usgovarizona,Blob Storage,get transfer,Cool,0.0,inf,1 GB,0.01
azure,norwayeast,Blob Storage,put transfer,Cool,0.0,inf,1 GB,0.00275
azure,qatarcentral,Blob Storage,get request,Hot,0.0,inf,requests,4.4e-07
azure,canadacentral,Block Blob,get request,Premium,0.0,inf,requests,1.68e-07
azure,westus,Blob Storage,put request,Cool,0.0,inf,requests,1e-05
azure,southeastasia,Blob Storage,get request,Hot,0.0,inf,requests,4e-07
azure,westcentralus,Block Blob,storage,Premium,0.0,inf,1 GB/Month,0.18
azure,canadaeast,Blob Storage,get request,Hot,0.0,inf,requests,4.4e-07
azure,westus3,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.01
azure,francecentral,Blob Storage,get request,Cool,0.0,inf,requests,1.0999999999999998e-06
azure,japaneast,Block Blob,get request,Premium,0.0,inf,requests,2.03e-07
azure,koreacentral,Block Blob v2,get request,Premium,0.0,inf,requests,2.46e-07
azure,uaenorth,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.012
azure,uaenorth,Blob Storage,put request,Hot,0.0,inf,requests,6e-06
azure,jioindiawest,Blob Storage,storage,Hot,0.0,inf,1 GB/Month,0.02
azure,jioindiawest,Blob Storage,storage,Hot,512000.0,inf,1 GB/Month,0.0184
azure,jioindiawest,Blob Storage,storage,Hot,51200.0,inf,1 GB/Month,0.0192
azure,canadaeast,Blob Storage,put request,Hot,0.0,inf,requests,5.5e-06
azure,swedensouth,Block Blob v2,get request,Premium,0.0,inf,requests,3.081e-07
azure,switzerlandnorth,Block Blob,put request,Premium,0.0,inf,requests,2.625e-06
azure,australiacentral2,Blob Storage,put request,Hot,0.0,inf,requests,5.5e-06
azure,westindia,Block Blob v2,get request,Premium,0.0,inf,requests,2.7299999999999997e-07
azure,francesouth,Blob Storage,put request,Hot,0.0,inf,requests,7.670000000000001e-06
azure,northcentralus,Blob Storage,storage,Hot,512000.0,inf,1 GB/Month,0.019136
azure,northcentralus,Blob Storage,storage,Hot,51200.0,inf,1 GB/Month,0.019968
azure,northcentralus,Blob Storage,storage,Hot,0.0,inf,1 GB/Month,0.0208
azure,germanynorth,Block Blob,storage,Premium,0.0,inf,1 GB/Month,0.254
azure,attdallas1,Blob Storage,get transfer,Cool,0.0,inf,1 GB,0.01
azure,qatarcentral,Block Blob,storage,Premium,0.0,inf,1 GB/Month,0.214
azure,australiacentral,Block Blob,storage,Premium,0.0,inf,1 GB/Month,0.218
azure,swedencentral,Block Blob,get request,Premium,0.0,inf,requests,1.4e-07
azure,australiaeast,Blob Storage,get request,Hot,0.0,inf,requests,4.4e-07
azure,uksouth,Block Blob,get request,Premium,0.0,inf,requests,1.75e-07
azure,norwayeast,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.215
azure,qatarcentral,Blob Storage,get request,Cool,0.0,inf,requests,1e-06
azure,southcentralus,Blob Storage,get request,Hot,0.0,inf,requests,4e-07
azure,germanywestcentral,Blob Storage,put request,Hot,0.0,inf,requests,5.4e-06
azure,northeurope,Block Blob,storage,Premium,0.0,inf,1 GB/Month,0.18
azure,switzerlandwest,Blob Storage,storage,Hot,0.0,inf,1 GB/Month,0.028074
azure,switzerlandwest,Blob Storage,storage,Hot,51200.0,inf,1 GB/Month,0.026973
azure,switzerlandwest,Blob Storage,storage,Hot,512000.0,inf,1 GB/Month,0.025779
azure,norwaywest,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.0143
azure,norwayeast,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.011
azure,centralus,Block Blob v2,put request,Premium,0.0,inf,requests,2.73e-06
azure,westindia,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.225
azure,switzerlandwest,Blob Storage,get request,Hot,0.0,inf,requests,6.151e-07
azure,eastasia,Block Blob,storage,Premium,0.0,inf,1 GB/Month,0.233
azure,canadaeast,Block Blob v2,get request,Premium,0.0,inf,requests,2.1800000000000002e-07
azure,southcentralus,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.01
azure,brazilsoutheast,Block Blob,storage,Premium,0.0,inf,1 GB/Month,0.39
azure,northcentralus,Block Blob v2,get request,Premium,0.0,inf,requests,2.1800000000000002e-07
azure,southindia,Block Blob,get request,Premium,0.0,inf,requests,2.0999999999999997e-07
azure,australiaeast,Block Blob,put request,Premium,0.0,inf,requests,2.54e-06
azure,koreasouth,Blob Storage,put request,Cool,0.0,inf,requests,1e-05
azure,westcentralus,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.18
azure,uaenorth,Block Blob,get request,Premium,0.0,inf,requests,2e-07
azure,australiacentral,Block Blob v2,storage,Premium,0.0,inf,1 GB/Month,0.272
azure,uksouth,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.0105
azure,japaneast,Blob Storage,put transfer,Cool,0.0,inf,1 GB,0.0025
azure,canadacentral,Block Blob,storage,Premium,0.0,inf,1 GB/Month,0.18
azure,attatlanta1,Block Blob v2,get request,Premium,0.0,inf,requests,1.82e-07
azure,southeastasia,Blob Storage,storage,Hot,512000.0,inf,1 GB/Month,0.0184
azure,southeastasia,Blob Storage,storage,Hot,0.0,inf,1 GB/Month,0.02
azure,southeastasia,Blob Storage,storage,Hot,51200.0,inf,1 GB/Month,0.0192
azure,switzerlandwest,Block Blob,get request,Premium,0.0,inf,requests,2.7299999999999997e-07
azure,switzerlandnorth,Blob Storage,get request,Hot,0.0,inf,requests,4.7299999999999996e-07
azure,canadacentral,Block Blob v2,put request,Premium,0.0,inf,requests,2.73e-06
azure,Global,Blob Storage,get request,Hot,0.0,inf,requests,0.0
azure,attdallas1,Blob Storage,get request,Hot,0.0,inf,requests,4e-07
azure,swedensouth,Blob Storage,get transfer,Cool,0.0,inf,1 GB,0.013
azure,westcentralus,Blob Storage,storage,Cool,0.0,inf,1 GB/Month,0.01
azure,westcentralus,Block Blob,put request,Premium,0.0,inf,requests,2.1000000000000002e-06
