Vendor,Region,Name,Group,Tier,StartingRange,EndingRange,Unit,PricePerUnit
aws,ca-central-1,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,ap-east-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,ap-northeast-2,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,ap-northeast-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,me-south-1,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,ap-south-2,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,ap-northeast-3,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,us-east-1,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,eu-west-3,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,eu-west-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,eu-west-1,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.024
aws,eu-west-1,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0236
aws,eu-west-1,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0232
aws,eu-west-1,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0228
aws,eu-west-1,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0224
aws,eu-west-1,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.022
aws,eu-south-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0125
aws,af-south-1,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,us-gov-west-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.016
aws,eu-central-1,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,us-east-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0125
aws,us-west-1,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,us-gov-east-1,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,eu-west-2,s3,get request,General Purpose,0.0,inf,,4.2e-07
aws,ap-northeast-1,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,ap-northeast-2,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.025
aws,ap-northeast-2,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.024
aws,ap-northeast-2,s3,storage,General Purpose,512000.0,inf,GB-Month,0.023
aws,us-west-2,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,me-south-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0138
aws,ap-northeast-3,s3,put request,General Purpose,0.0,inf,,4.7e-06
aws,eu-central-2,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.02695
aws,eu-central-2,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.02585
aws,eu-central-2,s3,storage,General Purpose,512000.0,inf,GB-Month,0.02475
aws,sa-east-1,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,us-east-2,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,af-south-1,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,ap-south-2,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.025
aws,ap-south-2,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.024
aws,ap-south-2,s3,storage,General Purpose,512000.0,inf,GB-Month,0.023
aws,ap-southeast-3,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.011
aws,eu-west-1,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.023
aws,eu-west-1,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.022
aws,eu-west-1,s3,storage,General Purpose,512000.0,inf,GB-Month,0.021
aws,ap-south-1,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,eu-west-3,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.01048
aws,me-south-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,eu-west-3,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.024
aws,eu-west-3,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.023
aws,eu-west-3,s3,storage,General Purpose,512000.0,inf,GB-Month,0.022
aws,eu-south-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0131
aws,eu-west-3,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,eu-west-2,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,ap-southeast-1,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,ca-central-1,s3,get request,General Purpose,0.0,inf,,4.4e-07
aws,eu-west-1,s3,put request,General Purpose,0.0,inf,,5e-06
aws,ap-south-2,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,us-gov-east-1,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,eu-south-2,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,ap-southeast-1,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,us-west-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0115
aws,us-west-1,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,us-gov-east-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,ap-southeast-2,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.025
aws,ap-southeast-2,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.024
aws,ap-southeast-2,s3,storage,General Purpose,512000.0,inf,GB-Month,0.023
aws,us-east-2,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.024
aws,us-east-2,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0236
aws,us-east-2,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0232
aws,us-east-2,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0228
aws,us-east-2,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0224
aws,us-east-2,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.022
aws,eu-south-1,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,af-south-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,ap-south-2,s3,put request,General Purpose,0.0,inf,,5e-06
aws,ap-south-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0138
aws,us-gov-west-1,s3,get request,General Purpose,0.0,inf,,4e-07
aws,eu-west-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0125
aws,ap-northeast-3,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,eu-central-2,s3,put request,General Purpose,0.0,inf,,5.4e-06
aws,me-south-1,s3,get request,General Purpose,0.0,inf,,4.4e-07
aws,ap-southeast-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,me-south-1,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,eu-central-2,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,us-gov-west-1,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,eu-west-1,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,us-gov-west-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.02
aws,us-east-1,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,us-west-2,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,eu-north-1,s3,get request,General Purpose,0.0,inf,,4e-07
aws,ap-southeast-3,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.024
aws,ap-southeast-3,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0236
aws,ap-southeast-3,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0232
aws,ap-southeast-3,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0228
aws,ap-southeast-3,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0224
aws,ap-southeast-3,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.022
aws,eu-north-1,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,ap-northeast-2,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.0251
aws,ap-northeast-2,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0246
aws,ap-northeast-2,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0242
aws,ap-northeast-2,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0238
aws,ap-northeast-2,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0234
aws,ap-northeast-2,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.023
aws,eu-west-1,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,me-south-1,s3,put request,General Purpose,0.0,inf,,5.5e-06
aws,ca-central-1,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,sa-east-1,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,ap-southeast-4,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.011
aws,ap-southeast-3,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,ap-south-2,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,eu-south-1,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.024
aws,eu-south-1,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0236
aws,eu-south-1,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0232
aws,eu-south-1,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0228
aws,eu-south-1,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0224
aws,eu-south-1,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.022
aws,ap-northeast-2,s3,get request,General Purpose,0.0,inf,,3.5e-07
aws,ap-east-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0138
aws,ap-northeast-2,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,eu-south-2,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,ap-northeast-3,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.011
aws,ca-central-1,s3,put request,General Purpose,0.0,inf,,5.5e-06
aws,eu-central-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.01188
aws,eu-central-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0135
aws,ap-east-1,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,us-west-1,s3,get request,General Purpose,0.0,inf,,4.4e-07
aws,ap-northeast-3,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0138
aws,ap-northeast-1,s3,get request,General Purpose,0.0,inf,,3.7e-07
aws,ca-central-1,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.025
aws,ca-central-1,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.024
aws,ca-central-1,s3,storage,General Purpose,512000.0,inf,GB-Month,0.023
aws,me-central-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0138
aws,eu-west-3,s3,get request,General Purpose,0.0,inf,,4.2e-07
aws,af-south-1,s3,get request,General Purpose,0.0,inf,,4e-07
aws,ap-southeast-2,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,ap-south-1,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,eu-west-1,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,ap-southeast-2,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,ap-southeast-3,s3,get request,General Purpose,0.0,inf,,4e-07
aws,ap-southeast-2,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,me-central-1,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.025
aws,me-central-1,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.024
aws,me-central-1,s3,storage,General Purpose,512000.0,inf,GB-Month,0.023
aws,eu-west-3,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.0252
aws,eu-west-3,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0248
aws,eu-west-3,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0244
aws,eu-west-3,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0239
aws,eu-west-3,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0235
aws,eu-west-3,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.0231
aws,eu-central-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,eu-south-1,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.024
aws,eu-south-1,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.023
aws,eu-south-1,s3,storage,General Purpose,512000.0,inf,GB-Month,0.022
aws,eu-north-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,us-east-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,me-central-1,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,ap-southeast-4,s3,put request,General Purpose,0.0,inf,,5.5e-06
aws,sa-east-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,ap-southeast-4,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,sa-east-1,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.0326
aws,sa-east-1,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.032
aws,sa-east-1,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0315
aws,sa-east-1,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0309
aws,sa-east-1,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0304
aws,sa-east-1,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.0299
aws,sa-east-1,s3,get request,General Purpose,0.0,inf,,5.6e-07
aws,ap-east-1,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,ap-east-1,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.025
aws,ap-east-1,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.024
aws,ap-east-1,s3,storage,General Purpose,512000.0,inf,GB-Month,0.023
aws,eu-south-1,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,eu-west-1,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,ap-southeast-4,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,ap-northeast-1,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.025
aws,ap-northeast-1,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.024
aws,ap-northeast-1,s3,storage,General Purpose,512000.0,inf,GB-Month,0.023
aws,us-west-1,s3,put request,General Purpose,0.0,inf,,5.5e-06
aws,eu-central-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.01485
aws,us-gov-east-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.016
aws,eu-west-2,s3,put request,General Purpose,0.0,inf,,5.3e-06
aws,ap-northeast-2,s3,put request,General Purpose,0.0,inf,,4.5e-06
aws,us-west-2,s3,put request,General Purpose,0.0,inf,,5e-06
aws,eu-west-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.01048
aws,ap-south-1,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,ap-south-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.011
aws,sa-east-1,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,eu-west-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0131
aws,us-east-2,s3,get request,General Purpose,0.0,inf,,4e-07
aws,us-gov-west-1,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,me-south-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.01104
aws,me-central-1,s3,put request,General Purpose,0.0,inf,,5.5e-06
aws,ap-northeast-1,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,eu-central-1,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,eu-west-2,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.024
aws,eu-west-2,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.023
aws,eu-west-2,s3,storage,General Purpose,512000.0,inf,GB-Month,0.022
aws,us-west-2,s3,get request,General Purpose,0.0,inf,,4e-07
aws,ap-east-1,s3,get request,General Purpose,0.0,inf,,4e-07
aws,us-east-1,s3,put request,General Purpose,0.0,inf,,5e-06
aws,ap-southeast-1,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,us-west-2,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,ca-central-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0138
aws,sa-east-1,s3,put request,General Purpose,0.0,inf,,7e-06
aws,us-west-2,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.024
aws,us-west-2,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0236
aws,us-west-2,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0232
aws,us-west-2,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0228
aws,us-west-2,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0224
aws,us-west-2,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.022
aws,eu-north-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0125
aws,ap-northeast-3,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.0264
aws,ap-northeast-3,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0259
aws,ap-northeast-3,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0255
aws,ap-northeast-3,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.025
aws,ap-northeast-3,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0246
aws,ap-northeast-3,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.0242
aws,eu-west-2,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,ap-southeast-4,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,eu-south-2,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,ap-northeast-3,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,eu-central-1,s3,put request,General Purpose,0.0,inf,,5.4e-06
aws,ap-south-2,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,eu-central-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0108
aws,ca-central-1,s3,get transfer,Infrequent Access,0.0,inf,,0.01
aws,eu-south-2,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,af-south-1,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,ap-southeast-3,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.025
aws,ap-southeast-3,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.024
aws,ap-southeast-3,s3,storage,General Purpose,512000.0,inf,GB-Month,0.023
aws,us-east-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0125
aws,us-east-1,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,eu-south-1,s3,put request,General Purpose,0.0,inf,,5.3e-06
aws,eu-south-1,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,ap-southeast-4,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.025
aws,ap-southeast-4,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.024
aws,ap-southeast-4,s3,storage,General Purpose,512000.0,inf,GB-Month,0.023
aws,us-gov-east-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.02
aws,us-west-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.01
aws,eu-central-2,s3,get request,General Purpose,0.0,inf,,4.3e-07
aws,ap-northeast-3,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.025
aws,ap-northeast-3,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.024
aws,ap-northeast-3,s3,storage,General Purpose,512000.0,inf,GB-Month,0.023
aws,ap-south-1,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.024
aws,ap-south-1,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0236
aws,ap-south-1,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0232
aws,ap-south-1,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0228
aws,ap-south-1,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0224
aws,ap-south-1,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.022
aws,eu-south-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.01
aws,ap-southeast-1,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.024
aws,ap-southeast-1,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0236
aws,ap-southeast-1,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0232
aws,ap-southeast-1,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0228
aws,ap-southeast-1,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0224
aws,ap-southeast-1,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.022
aws,us-east-2,s3,put request,General Purpose,0.0,inf,,5e-06
aws,eu-north-1,s3,put request,General Purpose,0.0,inf,,5e-06
aws,ap-northeast-3,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,ap-southeast-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0138
aws,us-east-1,s3,get request,Infrequent Access,0.0,inf,,1e-06
aws,us-east-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.01
aws,ap-south-2,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,eu-north-1,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,us-gov-east-1,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.0312
aws,us-gov-east-1,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0306
aws,us-gov-east-1,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0301
aws,us-gov-east-1,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0296
aws,us-gov-east-1,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0291
aws,us-gov-east-1,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.0285
aws,us-gov-east-1,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,us-west-2,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,ap-northeast-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0138
aws,ap-southeast-3,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,me-central-1,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,eu-south-2,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.023
aws,eu-south-2,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.022
aws,eu-south-2,s3,storage,General Purpose,512000.0,inf,GB-Month,0.021
aws,eu-north-1,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.024
aws,eu-north-1,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0236
aws,eu-north-1,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0232
aws,eu-north-1,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0228
aws,eu-north-1,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0224
aws,eu-north-1,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.022
aws,eu-north-1,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,eu-south-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,ap-south-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.011
aws,af-south-1,s3,put request,General Purpose,0.0,inf,,6e-06
aws,ap-southeast-4,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,eu-west-3,s3,put request,General Purpose,0.0,inf,,5.3e-06
aws,eu-west-2,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.0252
aws,eu-west-2,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0248
aws,eu-west-2,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0244
aws,eu-west-2,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0239
aws,eu-west-2,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0235
aws,eu-west-2,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.0231
aws,ap-northeast-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.011
aws,sa-east-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0221
aws,sa-east-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0177
aws,eu-central-1,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,us-gov-west-1,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,eu-south-2,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,ap-southeast-2,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.011
aws,me-south-1,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,ap-south-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0138
aws,eu-west-2,s3,get request,Non-Critical Data,0.0,inf,,1e-06
aws,ap-northeast-2,s3,get transfer,Non-Critical Data,0.0,inf,,0.01
aws,us-east-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.01
aws,us-west-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0144
aws,ca-central-1,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.0264
aws,ca-central-1,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.026
aws,ca-central-1,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0255
aws,ca-central-1,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0251
aws,ca-central-1,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0246
aws,ca-central-1,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.0242
aws,ap-southeast-3,s3,put request,Non-Critical Data,0.0,inf,,1e-05
aws,ap-southeast-3,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0138
aws,ap-southeast-1,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.025
aws,ap-southeast-1,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.024
aws,ap-southeast-1,s3,storage,General Purpose,512000.0,inf,GB-Month,0.023
aws,us-gov-east-1,s3,put request,General Purpose,0.0,inf,,5e-06
aws,us-east-1,s3,storage,Non-Critical Data,0.0,1024.0,GB-Month,0.024
aws,us-east-1,s3,storage,Non-Critical Data,1024.0,51200.0,GB-Month,0.0236
aws,us-east-1,s3,storage,Non-Critical Data,51200.0,512000.0,GB-Month,0.0232
aws,us-east-1,s3,storage,Non-Critical Data,512000.0,1024000.0,GB-Month,0.0228
aws,us-east-1,s3,storage,Non-Critical Data,1024000.0,5120000.0,GB-Month,0.0224
aws,us-east-1,s3,storage,Non-Critical Data,5120000.0,inf,GB-Month,0.022
aws,me-south-1,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,eu-south-2,s3,put request,General Purpose,0.0,inf,,5.3e-06
aws,ca-central-1,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,af-south-1,s3,storage,General Purpose,0.0,51200.0,GB-Month,0.0274
aws,af-south-1,s3,storage,General Purpose,51200.0,512000.0,GB-Month,0.0262
aws,af-south-1,s3,storage,General Purpose,512000.0,inf,GB-Month,0.025
aws,eu-south-1,s3,storage,Infrequent Access,0.0,inf,GB-Month,0.0105
aws,us-west-1,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,ap-east-1,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,ap-northeast-1,s3,put request,Infrequent Access,0.0,inf,,1e-05
aws,af-south-1,s3,get request,Infrequent Access,0.0,inf,,1e-06
